ra,ano_referencia,fase,genero,inde_ano,prob_risco,nivel_risco
RA-769,2022,0,Feminino,7.598,0.8098105831678886,Alto Risco
RA-770,2022,0,Masculino,8.143,0.19951423281741681,Baixo Risco
RA-771,2022,0,Feminino,7.873,0.6861160071970446,Alto Risco
RA-772,2022,0,Masculino,6.994,0.9631651023140293,Alto Risco
RA-773,2022,0,Feminino,6.922,0.897599024218098,Alto Risco
RA-774,2022,0,Feminino,7.587,0.5465971061238734,Risco Moderado
RA-775,2022,0,Masculino,5.79,0.9837046001994013,Alto Risco
RA-776,2022,0,Feminino,3.898,0.9800014024447904,Alto Risco
RA-777,2022,0,Masculino,7.096,0.5131185915921855,Risco Moderado
RA-778,2022,0,Feminino,7.432,0.947145443576907,Alto Risco
RA-779,2022,0,Masculino,5.702,0.9832318044852233,Alto Risco
RA-780,2022,0,Feminino,6.955,0.9373809808723916,Alto Risco
RA-781,2022,0,Feminino,7.786,0.930837163557798,Alto Risco
RA-782,2022,0,Masculino,7.485,0.5462116079048446,Risco Moderado
RA-783,2022,0,Masculino,6.996,0.964809336427511,Alto Risco
RA-784,2022,0,Masculino,8.34,0.691982445307786,Alto Risco
RA-785,2022,0,Feminino,7.642,0.8485429174396556,Alto Risco
RA-786,2022,0,Masculino,7.004,0.9791918561039622,Alto Risco
RA-787,2022,0,Masculino,7.205,0.6612570046428713,Alto Risco
RA-788,2022,0,Masculino,8.264,0.46302298095669187,Risco Moderado
RA-789,2022,0,Feminino,7.405,0.4152835947752443,Risco Moderado
RA-790,2022,0,Feminino,7.504,0.7792982786577738,Alto Risco
RA-791,2022,0,Feminino,7.507,0.7194953320627258,Alto Risco
RA-792,2022,0,Feminino,7.025,0.9317520469534748,Alto Risco
RA-793,2022,0,Masculino,6.894,0.9256064617833321,Alto Risco
RA-794,2022,0,Feminino,7.335,0.3770077041095243,Risco Moderado
RA-795,2022,0,Feminino,8.064,0.042677567660233014,Baixo Risco
RA-796,2022,0,Feminino,7.232,0.6131029786300889,Alto Risco
RA-797,2022,0,Masculino,7.217,0.9347864514289959,Alto Risco
RA-798,2022,0,Masculino,7.049,0.5438047833366781,Risco Moderado
RA-799,2022,0,Feminino,7.676,0.8579114253294103,Alto Risco
RA-800,2022,0,Masculino,6.818,0.8981459906816557,Alto Risco
RA-801,2022,0,Masculino,6.644,0.8955932799466926,Alto Risco
RA-802,2022,0,Masculino,7.831,0.9849457006619887,Alto Risco
RA-803,2022,0,Feminino,6.98,0.9226049723267162,Alto Risco
RA-804,2022,0,Masculino,6.848,0.9009003184419427,Alto Risco
RA-805,2022,0,Masculino,8.279,0.7250661081902486,Alto Risco
RA-806,2022,0,Masculino,7.561,0.6732987349017332,Alto Risco
RA-807,2022,0,Masculino,8.121,0.1000391998203667,Baixo Risco
RA-808,2022,0,Masculino,8.361,0.27759871288389426,Baixo Risco
RA-809,2022,0,Masculino,7.259,0.3373341782372351,Risco Moderado
RA-810,2022,0,Masculino,7.887,0.6315955828247752,Alto Risco
RA-811,2022,0,Feminino,6.575,0.9628892276333103,Alto Risco
RA-812,2022,0,Masculino,7.497,0.430647812745966,Risco Moderado
RA-813,2022,0,Masculino,7.093,0.3928413194224455,Risco Moderado
RA-814,2022,0,Masculino,7.592,0.7895397554050583,Alto Risco
RA-815,2022,0,Masculino,6.81,0.931241137274036,Alto Risco
RA-816,2022,0,Feminino,8.513,0.6458078012620075,Alto Risco
RA-817,2022,0,Feminino,7.819,0.5644621371410484,Risco Moderado
RA-818,2022,0,Masculino,7.483,0.4883989686453763,Risco Moderado
RA-819,2022,0,Masculino,7.741,0.6398493734069846,Alto Risco
RA-820,2022,0,Masculino,7.417,0.724285390897012,Alto Risco
RA-821,2022,0,Masculino,6.342,0.9139925701162848,Alto Risco
RA-822,2022,0,Masculino,6.922,0.9286257339067464,Alto Risco
RA-823,2022,0,Feminino,5.989,0.9877722624756982,Alto Risco
RA-824,2022,0,Masculino,6.799,0.5372344834609675,Risco Moderado
RA-825,2022,0,Feminino,7.25,0.8935232668487674,Alto Risco
RA-826,2022,0,Masculino,7.776,0.6575349437802165,Alto Risco
RA-827,2022,0,Feminino,7.412,0.8533533253850466,Alto Risco
RA-828,2022,0,Feminino,7.139,0.559562253685877,Risco Moderado
RA-829,2022,0,Feminino,8.003,0.7686889955818301,Alto Risco
RA-830,2022,0,Feminino,7.234,0.6054083652498996,Alto Risco
RA-831,2022,0,Masculino,7.41,0.7376847725753678,Alto Risco
RA-832,2022,0,Masculino,8.179,0.5450699553344103,Risco Moderado
RA-833,2022,0,Masculino,7.791,0.9116233446758901,Alto Risco
RA-834,2022,0,Masculino,8.136,0.5495716676584583,Risco Moderado
RA-835,2022,0,Masculino,7.263,0.5116980556596522,Risco Moderado
RA-836,2022,0,Masculino,7.665,0.802056471355309,Alto Risco
RA-837,2022,0,Masculino,8.207,0.29110934354540036,Baixo Risco
RA-838,2022,0,Masculino,7.461,0.7561867473670022,Alto Risco
RA-839,2022,0,Feminino,5.198,0.9704195013141932,Alto Risco
RA-840,2022,0,Masculino,7.875,0.6330166525556167,Alto Risco
RA-841,2022,0,Masculino,7.3,0.6731994282260587,Alto Risco
RA-842,2022,0,Feminino,7.952,0.7961541881951947,Alto Risco
RA-843,2022,0,Feminino,8.538,0.3657299743550628,Risco Moderado
RA-844,2022,0,Masculino,6.253,0.9035359411379207,Alto Risco
RA-845,2022,0,Feminino,8.491,0.4037505424824802,Risco Moderado
RA-846,2022,0,Feminino,7.412,0.45745827255076743,Risco Moderado
RA-847,2022,0,Masculino,6.839,0.9010393210524189,Alto Risco
RA-848,2022,0,Masculino,7.488,0.7783598648281622,Alto Risco
RA-849,2022,0,Masculino,7.369,0.7534432398345308,Alto Risco
RA-850,2022,0,Masculino,7.641,0.6747434911586184,Alto Risco
RA-851,2022,0,Masculino,7.515,0.7008535889273456,Alto Risco
RA-852,2022,0,Feminino,5.666,0.9848652576794232,Alto Risco
RA-853,2022,0,Feminino,8.616,0.665799240684421,Alto Risco
RA-854,2022,0,Feminino,8.098,0.13192144290734323,Baixo Risco
RA-855,2022,0,Feminino,8.453,0.5752844238922828,Risco Moderado
RA-856,2022,0,Masculino,8.398,0.5002177229009346,Risco Moderado
RA-857,2022,0,Feminino,8.154,0.5694451994581443,Risco Moderado
RA-858,2022,0,Masculino,7.523,0.3867777012749652,Risco Moderado
RA-859,2022,0,Feminino,8.325,0.2908054420688955,Baixo Risco
RA-860,2022,0,Masculino,8.136,0.21193416733529963,Baixo Risco
RA-861,2023,0,Feminino,9.31095,0.1947802931067946,Baixo Risco
RA-862,2023,0,Masculino,8.2212,0.3448803062603859,Risco Moderado
RA-863,2023,0,Masculino,5.92975,0.9628385117181657,Alto Risco
RA-864,2023,0,Feminino,7.034,0.22578593244476383,Baixo Risco
RA-865,2023,0,Masculino,8.1552,0.025872520643663504,Baixo Risco
RA-866,2023,0,Feminino,7.679,0.2855420003223415,Baixo Risco
RA-867,2023,0,Masculino,8.6992,0.2595253473966369,Baixo Risco
RA-868,2023,0,Masculino,8.63895,0.04146027762246628,Baixo Risco
RA-869,2023,0,Feminino,9.2587,0.1947802931067946,Baixo Risco
RA-870,2023,0,Feminino,4.909,0.9771498917245535,Alto Risco
RA-871,2023,0,Masculino,6.8617,0.4545027251602303,Risco Moderado
RA-872,2023,0,Feminino,5.267,0.9486408407978008,Alto Risco
RA-873,2023,0,Feminino,7.8012,0.8057477531634372,Alto Risco
RA-874,2023,0,Masculino,5.811,0.9588974140382452,Alto Risco
RA-875,2023,0,Masculino,8.2712,0.052455479811148745,Baixo Risco
RA-876,2023,0,Masculino,8.6492,0.0807574112451195,Baixo Risco
RA-877,2023,0,Masculino,7.4722,0.6718975588811164,Alto Risco
RA-878,2023,0,Masculino,6.24,0.364359962152228,Risco Moderado
RA-879,2023,0,Feminino,6.8225,0.6377530554449794,Alto Risco
RA-880,2023,0,Feminino,6.724,0.2000030974431239,Baixo Risco
RA-881,2023,0,Masculino,7.7322,0.6142943767768726,Alto Risco
RA-882,2023,0,Feminino,6.0092,0.6219721154816662,Alto Risco
RA-883,2023,0,Feminino,8.5082,0.15826058567736012,Baixo Risco
RA-884,2023,0,Feminino,8.4587,0.08860718761803711,Baixo Risco
RA-885,2023,0,Masculino,8.8252,0.3687057118680369,Risco Moderado
RA-886,2023,0,Feminino,8.6422,0.22270229160065455,Baixo Risco
RA-887,2023,0,Masculino,8.6718,0.4477125997142479,Risco Moderado
RA-888,2023,0,Masculino,8.9182,0.4251700128446209,Risco Moderado
RA-889,2023,0,Masculino,8.8092,0.2805795854874724,Baixo Risco
RA-890,2023,0,Masculino,6.989,0.2897665953621756,Baixo Risco
RA-891,2023,0,Feminino,7.8882,0.8246552007277546,Alto Risco
RA-684,2023,0,Masculino,7.4277,0.5224087565833555,Risco Moderado
RA-892,2023,0,Masculino,8.8112,0.13098067777550507,Baixo Risco
RA-857,2023,0,Feminino,8.1442,0.7121938976419732,Alto Risco
RA-893,2023,0,Masculino,8.8042,0.7527433165178595,Alto Risco
RA-894,2023,0,Feminino,8.8142,0.8154737991740372,Alto Risco
RA-690,2023,0,Feminino,8.6112,0.9292940953381733,Alto Risco
RA-895,2023,0,Feminino,8.5397,0.11527110601753361,Baixo Risco
RA-896,2023,0,Masculino,9.0912,0.331215441254898,Risco Moderado
RA-693,2023,0,Feminino,9.0112,0.3301259841099559,Risco Moderado
RA-675,2023,0,Masculino,8.3577,0.26541457483440933,Baixo Risco
RA-850,2023,0,Masculino,6.06525,0.7928622138489825,Alto Risco
RA-897,2023,0,Masculino,5.48225,0.9761178432505001,Alto Risco
RA-842,2023,0,Feminino,7.2117,0.8586030456738467,Alto Risco
RA-898,2023,0,Masculino,8.4217,0.6840344337991108,Alto Risco
RA-899,2023,0,Masculino,8.8452,0.2488969850073001,Baixo Risco
RA-900,2023,0,Feminino,8.8947,0.1486228331788743,Baixo Risco
RA-846,2023,0,Feminino,7.4637,0.8581237485899127,Alto Risco
RA-901,2023,0,Masculino,7.3112,0.47726554532333787,Risco Moderado
RA-743,2023,0,Feminino,6.659,0.8497088064271566,Alto Risco
RA-681,2023,0,Masculino,6.2955,0.7860568232617179,Alto Risco
RA-902,2023,0,Masculino,5.97345,0.9775798081735751,Alto Risco
RA-903,2023,0,Feminino,8.5242,0.08751877284877518,Baixo Risco
RA-851,2023,0,Masculino,6.1683,0.8426003615203158,Alto Risco
RA-847,2023,0,Masculino,6.5418,0.8220137186207551,Alto Risco
RA-904,2023,0,Feminino,8.140783333,0.03232809791328173,Baixo Risco
RA-858,2023,0,Masculino,7.248833333,0.5013634023796485,Risco Moderado
RA-905,2023,0,Masculino,7.831033333,0.7568220411489055,Alto Risco
RA-702,2023,0,Feminino,8.239866667,0.8539183831451302,Alto Risco
RA-725,2023,0,Masculino,8.117366667,0.7212556894730439,Alto Risco
RA-906,2023,0,Masculino,8.1922,0.052771406033915905,Baixo Risco
RA-907,2023,0,Feminino,8.962033333,0.28213892849605365,Baixo Risco
RA-908,2023,0,Feminino,8.479366667,0.19100813040524442,Baixo Risco
RA-909,2023,0,Feminino,8.486033333,0.49988093080325163,Risco Moderado
RA-708,2023,0,Masculino,7.5105,0.9413260152916899,Alto Risco
RA-910,2023,0,Masculino,7.801,0.5142372192388149,Risco Moderado
RA-671,2023,0,Masculino,6.5143,0.8801241157375306,Alto Risco
RA-836,2023,0,Masculino,7.6417,0.8849502611871373,Alto Risco
RA-911,2023,0,Masculino,5.59545,0.9735677916494443,Alto Risco
RA-860,2023,0,Masculino,8.2372,0.13013359377130848,Baixo Risco
RA-727,2023,0,Masculino,7.6802,0.9825200912733139,Alto Risco
RA-739,2023,0,Masculino,7.5972,0.9264135694660063,Alto Risco
RA-740,2023,0,Feminino,7.2845,0.9190589602938971,Alto Risco
RA-912,2023,0,Feminino,7.0797,0.4761163340042221,Risco Moderado
RA-706,2023,0,Feminino,7.1527,0.8928855867482738,Alto Risco
RA-840,2023,0,Masculino,7.7862,0.9231667669147359,Alto Risco
RA-841,2023,0,Masculino,6.78,0.8822433793111248,Alto Risco
RA-709,2023,0,Feminino,6.6927,0.8121134678065914,Alto Risco
RA-913,2023,0,Feminino,7.7432,0.8980762615786619,Alto Risco
RA-726,2023,0,Feminino,7.3687,0.7414695148111546,Alto Risco
RA-914,2023,0,Feminino,8.6912,0.3837289480066407,Risco Moderado
RA-915,2023,0,Feminino,8.5962,0.23104344903005156,Baixo Risco
RA-916,2023,0,Feminino,7.3882,0.6938411180666635,Alto Risco
RA-917,2023,0,Feminino,5.987,0.9569976184015984,Alto Risco
RA-918,2023,0,Feminino,7.4967,0.45252750114975865,Risco Moderado
RA-919,2023,0,Masculino,6.225,0.43038436577268435,Risco Moderado
RA-920,2023,0,Feminino,6.9647,0.3568513214960989,Risco Moderado
RA-921,2023,0,Feminino,7.7407,0.5857646275304795,Risco Moderado
RA-922,2023,0,Feminino,8.5262,0.061126080913971585,Baixo Risco
RA-715,2023,0,Feminino,5.8915,0.9743207154275759,Alto Risco
RA-822,2023,0,Masculino,6.4497,0.8385127527557587,Alto Risco
RA-923,2023,0,Feminino,8.8842,0.16927536891403386,Baixo Risco
RA-742,2023,0,Feminino,7.024,0.9220717375937086,Alto Risco
RA-924,2023,0,Masculino,6.5207,0.47170714526094826,Risco Moderado
RA-925,2023,0,Masculino,7.1837,0.41279501296212023,Risco Moderado
RA-853,2023,0,Feminino,7.8402,0.9803595211539716,Alto Risco
RA-854,2023,0,Feminino,6.6415,0.4711212728929976,Risco Moderado
RA-700,2023,0,Feminino,8.2852,0.427559870470725,Risco Moderado
RA-701,2023,0,Masculino,7.3982,0.9096771858430099,Alto Risco
RA-856,2023,0,Masculino,7.3355,0.6676752433768607,Alto Risco
RA-672,2023,0,Feminino,6.5623,0.8897268167471473,Alto Risco
RA-859,2023,0,Feminino,8.6042,0.2629230845342801,Baixo Risco
RA-704,2023,0,Masculino,6.8297,0.8603629745261758,Alto Risco
RA-741,2023,0,Feminino,6.2707,0.8243117077469033,Alto Risco
RA-719,2023,0,Masculino,6.4137,0.8606211214567391,Alto Risco
RA-926,2023,0,Feminino,7.7792,0.8216767583532196,Alto Risco
RA-927,2023,0,Feminino,7.5982,0.7261798547470726,Alto Risco
RA-928,2023,0,Feminino,9.3712,0.18804323099671763,Baixo Risco
RA-929,2023,0,Feminino,9.1312,0.28255433727205836,Baixo Risco
RA-930,2023,0,Masculino,8.8872,0.3077961272884747,Risco Moderado
RA-931,2023,0,Masculino,7.3747,0.45979554510023013,Risco Moderado
RA-932,2023,0,Feminino,8.3847,0.033993241855256616,Baixo Risco
RA-933,2023,0,Feminino,8.6712,0.0458834266355732,Baixo Risco
RA-934,2023,0,Feminino,9.1737,0.2834405595333989,Baixo Risco
RA-935,2023,0,Masculino,7.9535,0.7424379196989698,Alto Risco
RA-936,2023,0,Feminino,8.5477,0.07159819035082271,Baixo Risco
RA-937,2023,0,Feminino,9.3237,0.28331747895966297,Baixo Risco
RA-756,2023,0,Masculino,7.0927,0.8151012158569938,Alto Risco
RA-938,2023,0,Masculino,6.7372,0.5628812992911538,Risco Moderado
RA-939,2023,0,Feminino,7.9742,0.8020260753767102,Alto Risco
RA-789,2023,0,Feminino,7.974,0.9372118571024456,Alto Risco
RA-792,2023,0,Feminino,7.6267,0.9757730625922152,Alto Risco
RA-940,2023,0,Masculino,6.6112,0.3759597305336101,Risco Moderado
RA-941,2023,0,Feminino,7.6872,0.4800355297848195,Risco Moderado
RA-942,2023,0,Feminino,6.8547,0.42587173302218045,Risco Moderado
RA-943,2023,0,Feminino,8.9172,0.14642758104566556,Baixo Risco
RA-782,2023,0,Masculino,7.6812,0.9673856373829636,Alto Risco
RA-768,2023,0,Feminino,8.4042,0.9394950205204063,Alto Risco
RA-794,2023,0,Feminino,7.9842,0.9546851012406856,Alto Risco
RA-795,2023,0,Feminino,8.4642,0.9315800886604366,Alto Risco
RA-944,2023,0,Feminino,7.0687,0.5381176440772348,Risco Moderado
RA-945,2023,0,Masculino,8.0777,0.04576574111843246,Baixo Risco
RA-946,2023,0,Masculino,8.5822,0.1778423770269969,Baixo Risco
RA-754,2023,0,Masculino,6.0537,0.7767497827586265,Alto Risco
RA-947,2023,0,Masculino,6.3457,0.6305818632838194,Alto Risco
RA-948,2023,0,Feminino,6.5277,0.42687482747169614,Risco Moderado
RA-949,2023,0,Feminino,8.0172,0.05646095300567557,Baixo Risco
RA-950,2023,0,Feminino,8.8862,0.3836903634629827,Risco Moderado
RA-773,2023,0,Feminino,6.9287,0.8758778984170772,Alto Risco
RA-951,2023,0,Feminino,8.8902,0.45727592101966463,Risco Moderado
RA-769,2023,0,Feminino,7.85345,0.9741705579564548,Alto Risco
RA-952,2023,0,Masculino,8.37095,0.12276549676253518,Baixo Risco
RA-826,2023,0,Masculino,7.77645,0.9560844919750796,Alto Risco
RA-953,2023,0,Feminino,7.54005,0.47844110957095737,Risco Moderado
RA-954,2023,0,Feminino,6.82375,0.32001598847404117,Risco Moderado
RA-780,2023,0,Feminino,7.7842,0.9507133320644761,Alto Risco
RA-955,2023,0,Feminino,7.1297,0.46576822753268154,Risco Moderado
RA-831,2023,0,Masculino,7.71645,0.9431870095004267,Alto Risco
RA-783,2023,0,Masculino,7.2922,0.9020341800858505,Alto Risco
RA-774,2023,0,Feminino,5.852,0.9692927348316978,Alto Risco
RA-748,2023,0,Masculino,8.7142,0.9555305563164224,Alto Risco
RA-749,2023,0,Masculino,7.7597,0.9344458177217739,Alto Risco
RA-956,2023,0,Masculino,7.7312,0.9167498318094949,Alto Risco
RA-787,2023,0,Masculino,7.5227,0.8624144838736367,Alto Risco
RA-957,2023,0,Feminino,9.1672,0.2521147066569778,Baixo Risco
RA-753,2023,0,Feminino,8.6672,0.7582605726603701,Alto Risco
RA-958,2023,0,Feminino,9.2902,0.21380641584697502,Baixo Risco
RA-755,2023,0,Masculino,8.7442,0.9592252341803215,Alto Risco
RA-763,2023,0,Feminino,6.7215,0.808010701054341,Alto Risco
RA-757,2023,0,Feminino,8.6742,0.9419574130410647,Alto Risco
RA-959,2023,0,Masculino,8.6677,0.07119511221852412,Baixo Risco
RA-960,2023,0,Masculino,7.0847,0.6332857393054337,Alto Risco
RA-961,2023,0,Masculino,5.99625,0.943861451875322,Alto Risco
RA-962,2023,0,Feminino,8.4742,0.8183985277014943,Alto Risco
RA-805,2023,0,Masculino,6.492,0.8367015147049248,Alto Risco
RA-806,2023,0,Masculino,7.2937,0.8628145464876722,Alto Risco
RA-807,2023,0,Masculino,7.8632,0.932069009996329,Alto Risco
RA-963,2023,0,Feminino,8.6142,0.6936984857540756,Alto Risco
RA-964,2023,0,Masculino,7.7997,0.6703913005209542,Alto Risco
RA-965,2023,0,Feminino,6.4832,0.38998157908335407,Risco Moderado
RA-966,2023,0,Masculino,7.44345,0.6567876274490124,Alto Risco
RA-967,2023,0,Masculino,7.1347,0.5590046354845365,Risco Moderado
RA-968,2023,0,Feminino,8.4942,0.6635618521067113,Alto Risco
RA-812,2023,0,Masculino,8.0357,0.12962907543049856,Baixo Risco
RA-969,2023,0,Masculino,7.7692,0.5657047354474845,Risco Moderado
RA-970,2023,0,Feminino,8.9977,0.22033731117152522,Baixo Risco
RA-971,2023,0,Masculino,7.0169,0.34626730623318724,Risco Moderado
RA-972,2023,0,Masculino,7.5427,0.31252898388558464,Risco Moderado
RA-973,2023,0,Masculino,5.82875,0.9637498037932629,Alto Risco
RA-974,2023,0,Masculino,8.4752,0.22173179656237346,Baixo Risco
RA-975,2023,0,Feminino,7.7803,0.4987378027545243,Risco Moderado
RA-976,2023,0,Masculino,8.39895,0.16638849563550634,Baixo Risco
RA-977,2023,0,Feminino,7.1717,0.34989765031687026,Risco Moderado
RA-978,2023,0,Feminino,8.3877,0.1470282884159109,Baixo Risco
RA-979,2023,0,Masculino,8.1617,0.06498265345136808,Baixo Risco
RA-980,2023,0,Feminino,7.1425,0.44141393057880574,Risco Moderado
RA-808,2023,0,Masculino,8.1932,0.6096562845783884,Alto Risco
RA-981,2023,0,Feminino,7.5367,0.47934887849525926,Risco Moderado
RA-982,2023,0,Masculino,7.1215,0.3497493316330443,Risco Moderado
RA-983,2023,0,Masculino,8.3502,0.15137447137481672,Baixo Risco
RA-984,2023,0,Feminino,8.8177,0.09060306621407585,Baixo Risco
RA-985,2023,0,Masculino,7.6247,0.4021256307929923,Risco Moderado
RA-986,2023,0,Feminino,8.0107,0.07166749327832755,Baixo Risco
RA-987,2023,0,Masculino,7.6765,0.43213442283834996,Risco Moderado
RA-988,2023,0,Feminino,7.9568,0.8932760488410932,Alto Risco
RA-989,2023,0,Masculino,7.7242,0.8532746291037906,Alto Risco
RA-677,2023,0,Feminino,8.5257,0.8712234117208807,Alto Risco
RA-990,2023,0,Masculino,7.254,0.7873141426076968,Alto Risco
RA-991,2023,0,Feminino,7.7687,0.8814210916966304,Alto Risco
RA-992,2023,0,Masculino,7.2722,0.6943577957755332,Alto Risco
RA-703,2023,0,Masculino,6.2737,0.8880210460152542,Alto Risco
RA-993,2023,0,Feminino,8.7592,0.062118310904814074,Baixo Risco
RA-674,2023,0,Masculino,6.6328,0.8653709246174897,Alto Risco
RA-994,2023,0,Feminino,7.4127,0.36505174846463595,Risco Moderado
RA-995,2023,0,Feminino,6.4782,0.39641200075974603,Risco Moderado
RA-996,2023,0,Masculino,8.1892,0.6501040197168573,Alto Risco
RA-997,2023,0,Masculino,7.5687,0.4066522004296943,Risco Moderado
RA-998,2023,0,Feminino,7.9752,0.844475152590492,Alto Risco
RA-999,2023,0,Masculino,8.0352,0.035443975920736205,Baixo Risco
RA-750,2023,0,Masculino,5.6857,0.9904555532381307,Alto Risco
RA-770,2023,0,Masculino,6.6785,0.5617627957606,Risco Moderado
RA-771,2023,0,Feminino,7.056,0.3646325663375912,Risco Moderado
RA-1000,2023,0,Feminino,7.9162,0.6009133170772523,Alto Risco
RA-830,2023,0,Feminino,6.78,0.8800480209977106,Alto Risco
RA-1001,2023,0,Feminino,8.1162,0.3753508258927496,Risco Moderado
RA-1002,2023,0,Feminino,7.9012,0.8335497481477611,Alto Risco
RA-1003,2023,0,Masculino,7.6522,0.31321804870153336,Risco Moderado
RA-835,2023,0,Masculino,8.2467,0.1605378751596992,Baixo Risco
RA-1004,2023,0,Feminino,8.3137,0.09732489247454996,Baixo Risco
RA-1005,2023,0,Masculino,8.4252,0.08269610886626394,Baixo Risco
RA-1006,2023,0,Feminino,8.5922,0.36738818023922465,Risco Moderado
RA-705,2023,0,Masculino,6.982,0.8526400504526391,Alto Risco
RA-1007,2023,0,Masculino,8.0782,0.05932130938310357,Baixo Risco
RA-1008,2023,0,Masculino,8.13595,0.03831278366039558,Baixo Risco
RA-729,2023,0,Feminino,7.26545,0.8314254204869802,Alto Risco
RA-1009,2023,0,Masculino,7.245,0.40271433388641703,Risco Moderado
RA-1010,2023,0,Masculino,8.70645,0.1814679025806454,Baixo Risco
RA-1011,2023,0,Masculino,7.33095,0.40640451729417326,Risco Moderado
RA-1012,2023,0,Feminino,7.96495,0.6892851459368636,Alto Risco
RA-1013,2023,0,Masculino,7.6237,0.372428415256782,Risco Moderado
RA-1014,2023,0,Feminino,8.2582,0.08272084998181446,Baixo Risco
RA-1015,2023,1,Feminino,7.538908333,0.771189817499999,Alto Risco
RA-734,2023,1,Feminino,7.305908333,0.8088554787673844,Alto Risco
RA-687,2023,1,Masculino,7.617533333,0.8198795383674976,Alto Risco
RA-1016,2023,1,Feminino,7.762575,0.901598498050267,Alto Risco
RA-1017,2023,1,Masculino,6.505333333,0.5911629907697047,Risco Moderado
RA-688,2023,1,Masculino,8.0442,0.5412979561338389,Risco Moderado
RA-1018,2023,1,Masculino,6.824,0.49188815753755694,Risco Moderado
RA-696,2023,1,Feminino,7.172666667,0.8183930942579537,Alto Risco
RA-1019,2023,1,Feminino,7.177033333,0.42487795980073567,Risco Moderado
RA-514,2023,1,Feminino,5.823133333,0.9809868787020283,Alto Risco
RA-1020,2023,1,Feminino,7.612283333,0.5295500840926269,Risco Moderado
RA-1021,2023,1,Masculino,6.964616667,0.37029149871971195,Risco Moderado
RA-1022,2023,1,Masculino,7.164616667,0.5148528001672449,Risco Moderado
RA-1023,2023,1,Feminino,9.1342,0.5878078281151805,Risco Moderado
RA-699,2023,1,Masculino,6.389991667,0.7546338802166818,Alto Risco
RA-480,2023,1,Feminino,8.226408333,0.7934298881423064,Alto Risco
RA-678,2023,1,Masculino,7.570158333,0.9083673266671599,Alto Risco
RA-1024,2023,1,Feminino,7.788875,0.826344216855566,Alto Risco
RA-502,2023,1,Feminino,8.749075,0.1735277663485382,Baixo Risco
RA-1025,2023,1,Masculino,8.215158333,0.07258854813204853,Baixo Risco
RA-680,2023,1,Feminino,6.5855,0.8826427195077194,Alto Risco
RA-1026,2023,1,Feminino,6.494825,0.7551375196963269,Alto Risco
RA-698,2023,1,Masculino,7.553616667,0.83260903910584,Alto Risco
RA-533,2023,1,Masculino,7.434866667,0.7747074753393074,Alto Risco
RA-504,2023,1,Feminino,8.299533333,0.16060306843934385,Baixo Risco
RA-1027,2023,1,Feminino,7.748866667,0.799991492308429,Alto Risco
RA-529,2023,1,Masculino,7.278991667,0.9277405861292837,Alto Risco
RA-1028,2023,1,Masculino,6.415708333,0.617642284722915,Alto Risco
RA-686,2023,1,Feminino,7.9642,0.926109485415618,Alto Risco
RA-1029,2023,1,Feminino,7.058533333,0.43827438781535194,Risco Moderado
RA-1030,2023,1,Masculino,7.4027,0.7350816121931448,Alto Risco
RA-522,2023,1,Masculino,7.890533333,0.957877121411529,Alto Risco
RA-501,2023,1,Masculino,8.1357,0.8307557416322237,Alto Risco
RA-692,2023,1,Feminino,6.588466667,0.8796274850510714,Alto Risco
RA-527,2023,1,Feminino,7.5682,0.8478150397969432,Alto Risco
RA-1031,2023,1,Masculino,7.0602,0.7358195047701803,Alto Risco
RA-1032,2023,1,Masculino,7.434033333,0.784248584888437,Alto Risco
RA-1033,2023,1,Feminino,8.126033333,0.4726196843383036,Risco Moderado
RA-1034,2023,1,Masculino,7.9642,0.9066433048010027,Alto Risco
RA-1035,2023,1,Masculino,6.888833333,0.5561026925913879,Risco Moderado
RA-730,2023,1,Feminino,7.979325,0.9675420145852611,Alto Risco
RA-855,2023,1,Feminino,8.62995,0.1760210911112018,Baixo Risco
RA-820,2023,1,Masculino,7.85605,0.9557603369188139,Alto Risco
RA-738,2023,1,Feminino,8.123283333,0.08704357257740321,Baixo Risco
RA-1036,2023,1,Feminino,6.970583333,0.634728370483039,Alto Risco
RA-1037,2023,1,Masculino,7.655575,0.8443618220257165,Alto Risco
RA-576,2023,1,Feminino,7.984741667,0.9231582386107978,Alto Risco
RA-1038,2023,1,Feminino,7.736825,0.6806213536812548,Alto Risco
RA-1039,2023,1,Masculino,7.686033333,0.7898387636492396,Alto Risco
RA-1040,2023,1,Masculino,7.81545,0.8686852491398888,Alto Risco
RA-1041,2023,1,Feminino,6.724116667,0.6533690093100667,Alto Risco
RA-733,2023,1,Feminino,8.3342,0.1403087884979498,Baixo Risco
RA-837,2023,1,Masculino,8.2712,0.08289788488795945,Baixo Risco
RA-519,2023,1,Masculino,8.0177,0.22448836126727728,Baixo Risco
RA-521,2023,1,Masculino,6.768666667,0.8280436988799695,Alto Risco
RA-1042,2023,1,Masculino,5.331166667,0.9519063534764669,Alto Risco
RA-713,2023,1,Masculino,7.408033333,0.8887250632777975,Alto Risco
RA-736,2023,1,Masculino,7.600033333,0.9047619789286654,Alto Risco
RA-1043,2023,1,Masculino,6.5447,0.7322493973150103,Alto Risco
RA-716,2023,1,Masculino,6.813366667,0.7776194373611773,Alto Risco
RA-1044,2023,1,Feminino,7.629533333,0.8099979439535682,Alto Risco
